Bug ID,Component,Assignee,text,time
11847,UI Design,radha,PP Linux Alpha Manually typed URL n t work ok first let say linux alpha working great mozilla viewer work perfect well well i version mozilla apprunner also seems functionality however type url manually hit return get error message javascript error components defined url file home niles mozilla dist bin chrome navigator content default navigator xul lineno nothing loads mozilla viewer entry field working fine also use personal toolbar links mozilla appview pages load great everything works browser loading get assertion need change segment_overhead size sizeof prclist segment_overhead file nsbuffer cpp line ve already reported told module replaced m also select menu items browser crashes program received signal sigsegv segmentation fault x b f nsmenuframe execute this x aae nsmenuframe cpp mcontent handledomevent mprescontext event nsnull ns_event_flag_init status gdb x b f nsmenuframe execute this x aae nsmenuframe cpp x b d nsmenuframe handleevent this x aae aprescontext x bda aevent x fffefb aeventstatus x fffeee nsmenuframe cpp x ee c presshell handleevent this x e e aview x da aevent x fffefb aeventstatus x fffeee nspresshell cpp x db nsview handleevent this x da event x fffefb aeventflags astatus x fffeee ahandled x fffee c nsview cpp x db dc nsview handleevent this x e event x fffefb aeventflags astatus x fffeee ahandled x fffee c nsview cpp x db d nsviewmanager dispatchevent this x e a aevent x fffefb astatus x fffeee nsviewmanager cpp x db c handleevent aevent x fffefb nsview cpp x a nswidget dispatchevent this x a b event x fffefb astatus x fffef nswidget cpp x nswidget dispatchwindowevent this x a b event x fffefb nswidget cpp x dc nswidget dispatchmouseevent this x a b aevent x fffefb nswidget cpp x eec nswidget onbuttonreleasesignal this x a b agdkbuttonevent x e nswidget cpp x e nswidget buttonreleasesignal awidget x a c agdkbuttonevent x e adata x a b nswidget cpp x c f gtk_marshal_bool__pointer x c c gtk_handlers_run x c gtk_signal_real_emit x c c gtk_signal_emit x c dc gtk_widget_event x bf ac gtk_propagate_event x bf b gtk_main_do_event x dee gdk_event_dispatch x f g_main_dispatch x g_main_iterate x bc g_main_run x bf cd gtk_main x nsappshell run this x ca nsappshell cpp x e c nsappshellservice run this x cdab nsappshellservice cpp x c main argc argv x ffffba nsapprunner cpp x c main argc argv x ffffba nsapprunner cpp x b fb __libc_start_main main x e main argc argv x ffffba init x _init fini x _fini rtld_fini x fffeb stack_end x ffffb sysdeps generic libc start c think clearly points fact segment_overhead n t big enough s guess ve tried changing segment_overhead form s size prclist n t affect either problems made warning message go away m running linux alpha dp fastest machine existance redhat updates try debug comment leger pdt putting pp radar comment peter trudelle pdt one bug report please m going treat bug report problem described summary please file separate bugs also problems url field xptoolkit widget reassigning comment pdt radha idea would n t work alpha comment radha family leave reading bugmail pdt dogfood comment rick niles pdt current builds mozilla viewer still works fine none user controls mozilla appviewer anything none buttons menu control make anything happen menus pop down button go s though nothing hooked call back seems like probably one small bug way callbacks registered definitely dogfood alpha linux however since s considered mainstream guess n t justify dogfood main mozilla release s bad comment radha family leave reading bugmail pdt assume mozilla appviewer mean apprunner also assume using gtk please file bug over all gui nothing bug think gets resolved automatically get resolved still get javascript error components defined message indicates javascript finding dist bin components directory dlls required normal function believe clearing get better mileage comment msw pst believe caused apprunner viewer work properly patch comment msw pst fixed patch comment paul macquiddy pst verified old bug,1999-08-18 12:29:32 PDT
12083,MailNews: Message Display,dougt,BLOCKER PP sidebar open startup messenger exit putterman helped track done linux mailnews stopper side bar linux sidebar open startup messenger exit closed startup exit go open putterman seeing n t anything default messenger start page wrote last post n p m builds comment reading please use seth sspitzer org instead pdt marking blocker ca n t open tree without fixed adding cyeh cc list slamm may rightful owner good get looking comment alec flett pdt get stack trace anything exiting try breaking _at_exit whatever called comment steve lamm pdt currently browser brings window promptly exits s without sidebar open going run debugger set breakpoint exit comment reading please use seth sspitzer org instead pdt another data point probably http bug dougt tracking set mail news start page blank remove tinderbox flash sidebar mozilla mailnews base resources content sidebar messenger rdf start mail news linux flash going http tinderbox data re assign dougt dougt fix http problem let know pull build verify fixes bug comment reading please use seth sspitzer org instead pdt proof related dougt s proxy problem x x fc nsproxyeventobject getneworusedproxy destqueue x b d proxytype aobj x ffb aiid x d nsproxyeventobject cpp x nsproxyeventclass callqueryinterfaceonproxy this x self x aiid x d nsproxyeventclass cpp x e nsproxyeventclass delegatedqueryinterface this x self x aiid x d ainstanceptr xbfffc nsproxyeventclass cpp x f b nsproxyeventobject queryinterface this x aiid x d ainstanceptr xbfffc nsproxyeventobject cpp x d d d nscomptr nsi assign_with_queryinterface this xbfffc rawptr x iid x d result xbfffc dist include nscomptr h x d d cf nscomptr nsi nscomptr this xbfffc asmartptr xbfffc dist include nscomptr h x d f ns open this x e ns cpp x d e ns asyncread this x e startposition readcount acontext x listener x e ns cpp x b c e nsdocumentbindinfo bind this x e aurl x cca alistener x postdatastream x nsdocloader cpp x b nsdocumentbindinfo bind this x e aurlspec xbfffccf apostdatastream x alistener x nsdocloader cpp x b nsdocloaderimpl loaddocument this x c b aurlspec xbfffccf acommand x b c view acontainer x c apostdatastream x aextrainfo x anobserver x bc atype alocalip nsdocloader cpp x b d f nswebshell doloadurl this x c aurlspec xbfffccf acommand x b c view apostdatastream x atype alocalip nswebshell cpp x b e c nswebshell loadurl this x c aurlspec x cd acommand x b c view apostdatastream x amodifyhistory atype alocalip nswebshell cpp x b c a nswebshell loadurl this x c aurlspec x cd apostdatastream x amodifyhistory atype alocalip nswebshell cpp x f a f nshtmlframeinnerframe reflow this x be aprescontext x d adesiredsize xbfffcf areflowstate xbfffcef astatus xbfffd nsframeframe cpp x e c nscontainerframe reflowchild this x b akidframe x be aprescontext x d adesiredsize xbfffcf areflowstate xbfffcef astatus xbfffd nscontainerframe cpp x f af nshtmlframeouterframe reflow this x b aprescontext x d adesiredsize xbfffd areflowstate xbfffd astatus xbfffd nsframeframe cpp x fca f nsboxframe flowchildat this x c childframe x b aprescontext x d desiredsize xbfffd areflowstate xbfffd e astatus xbfffd ainfo x aredraw xbfffd areason xbfffd nsboxframe cpp x fc nsboxframe getchildboxinfo this x c aprescontext x d areflowstate xbfffd e aframe x b asize x nsboxframe cpp x fcb d nsboxframe getboxinfo this x c aprescontext x d areflowstate xbfffd e asize x d nsboxframe cpp x fc df nsboxframe getchildboxinfo this x c aprescontext x d areflowstate xbfffd e aframe x c asize x d nsboxframe cpp x fcb d nsboxframe getboxinfo this x c aprescontext x d areflowstate xbfffd e asize x c nsboxframe cpp x fc df nsboxframe getchildboxinfo this x fc aprescontext x d areflowstate xbfffd e aframe x c asize x c nsboxframe cpp x fcb d nsboxframe getboxinfo this x fc aprescontext x d areflowstate xbfffd e asize xbfffd ec nsboxframe cpp x fc nsboxframe reflow this x fc aprescontext x d adesiredsize xbfffd areflowstate xbfffd e astatus xbfffd nsboxframe cpp x e c nscontainerframe reflowchild this x da akidframe x fc aprescontext x d adesiredsize xbfffd areflowstate xbfffd e astatus xbfffd nscontainerframe cpp x e f rootframe reflow this x da aprescontext x d adesiredsize xbfffd d areflowstate xbfffd astatus xbfffd nshtmlframe cpp x e c nscontainerframe reflowchild this x akidframe x da aprescontext x d adesiredsize xbfffd d areflowstate xbfffd astatus xbfffd nscontainerframe cpp x e a viewportframe reflow this x aprescontext x d adesiredsize xbfffd areflowstate xbfffd astatus xbfffd nsviewportframe cpp x e a nshtmlreflowcommand dispatch this x b b aprescontext x d adesiredsize xbfffd amaxsize xbfffd arendcontext x b f nshtmlreflowcommand cpp x e f presshell processreflowcommands this x a nspresshell cpp x e d presshell exitreflowlock this x a nspresshell cpp x e f presshell contentappended this x a adocument x e acontainer x ce anewindexincontainer nspresshell cpp x de xuldocumentimpl contentappended this x e acontainer x ce anewindexincontainer nsxuldocument cpp x rdfelementimpl appendchildto this x cd akid x ca anotify nsrdfelement cpp x f rdfxulbuilderimpl appendchild this x fa anamespace x aelement x ce avalue x e d nsrdfxulbuilder cpp x c rdfxulbuilderimpl onassert this x fa asource x e aproperty x atarget x e d nsrdfxulbuilder cpp x compositedatasourceimpl onassert this x dbe asource x e aproperty x atarget x e d nscompositedatasource cpp x inmemorydatasource assert this x b source x e property x target x e d tv nsinmemorydatasource cpp x c compositedatasourceimpl assert this x dbe asource x e aproperty x atarget x e d atruthvalue nscompositedatasource cpp x c rdfcontainerimpl appendelement this x aelement x e d nsrdfcontainer cpp x f d rdfxulbuilderimpl onappendchild this x fa aparent x cd anewchild x c nsrdfxulbuilder cpp x xuldocumentimpl onappendchild this x e aparent x cd anewchild x c nsxuldocument cpp x bda rdfelementimpl appendchild this x cd anewchild x c areturn xbfffdec nsrdfelement cpp x c builds seth mozilla mozilla dist bin libjsdom so x e builds seth mozilla mozilla dist bin libmozjs so x ee builds seth mozilla mozilla dist bin libmozjs so x cd builds seth mozilla mozilla dist bin libmozjs so x ee builds seth mozilla mozilla dist bin libmozjs so x cd builds seth mozilla mozilla dist bin libmozjs so x ae builds seth mozilla mozilla dist bin libmozjs so x f builds seth mozilla mozilla dist bin libmozjs so x c builds seth mozilla mozilla dist bin libjsdom so x e fb a nseventlistenermanager handleevent this x aprescontext x d aevent xbffff ec adomevent xbffff d aflags aeventstatus xbffff nseventlistenermanager cpp x f builds seth mozilla mozilla dist bin libjsdom so x b b nswebshell onenddocumentload this x d loader x channel x ddf astatus awebshell x e nswebshell cpp x b f nsdocloaderimpl fireonenddocumentload this x aloadinitiator x astatus nsdocloader cpp x b c f nsdocloaderimpl onstoprequest this x channel x e ctxt x status errormsg x nsdocloader cpp x c ed nsonstoprequestevent handleevent this x f nsasyncstreamlistener cpp x c nsstreamlistenerevent handleplevent aevent x f nsasyncstreamlistener cpp x b builds seth mozilla mozilla dist bin libplds so x ac builds seth mozilla mozilla dist bin libplds so x da nseventqueueimpl processpendingevents this x b d nseventqueue cpp x c e builds seth mozilla mozilla dist bin libwidget_gtk so x a usr lib libgdk so x ccd a usr lib libglib so x ce c usr lib libglib so x ce usr lib libglib so x ce usr lib libglib so x fdf a usr lib libgtk so x c bf builds seth mozilla mozilla dist bin libwidget_gtk so x d builds seth mozilla mozilla dist bin libnsappshell so x ac main argc argv xbffffa nsapprunner cpp x ae f main argc argv xbffffa nsapprunner cpp x ecb __libc_start_main main x adac main argc argv xbffffa init x c _init fini x d _fini rtld_fini x a stack_end xbffff fc sysdeps generic libc start c think reason app exited n t dump core report sigsegv related weirdness seeing gdb multi threaded app think sigsegv happening another thread one thread dies brings whole app like silent failure s guess comment doug turner dougt pdt sorry changes backed found problem hours backed try day comment lchiang pdt verify m door comment ninoschka baca pdt build m linux redhat verified fixed able open mail sidebar open closed,1999-08-18 15:01:43 PDT
12133,MailNews: Message Display,davidm,blocker Crashes clicking Get New Msg overview description crashes clicking get new msg build date platform bug found windows debug build pulled tree around steps reproduce start messenger using task messenger open pop account click get new msg crash crash stack trace nsdialogparamblock getint nsdialogparamblock const x bb int int x line bytes nscommondialogs promptpassword nscommondialogs const x bb c nsidomwindow x f c const unsigned short x bb unsigned short x d int x d line nsnetsupportdialog promptpassword nsnetsupportdialog const x bb c const unsigned short x bb unsigned short x d int x d line bytes nspop protocol getpassword line bytes nspop protocol loadurl nsiuri x bb fb nsisupports x line bytes nspop service runpopurl nsimsgincomingserver x c e nsiuri x bb fb line bytes nspop service getnewmail nspop service const x bb nsiurllistener x nsipop incomingserver x c f nsiuri x line nsmsglocalmailfolder getnewmessages nsmsglocalmailfolder const x e c line bytes nsmsgfolderdatasource docommand nsmsgfolderdatasource const x d nsisupportsarray x bb a nsirdfresource x d c nsisupportsarray x line bytes compositedatasourceimpl docommand compositedatasourceimpl const x df nsisupportsarray x bb a nsirdfresource x d c nsisupportsarray x line bytes nsmessenger docommand nsirdfcompositedatasource x df char x eb nsisupportsarray x bb a nsisupportsarray x line bytes nsmessenger getnewmessages nsmessenger const x b d nsirdfcompositedatasource x df nsidomxulelement x ac line xptc_invokebyindex nsisupports x b d unsigned int unsigned int nsxptcvariant x dc c line nsxpcwrappednativeclass callwrappedmethod jscontext x f nsxpcwrappednative x d const xpcnativememberdescriptor x cf nsxpcwrappednativeclass callmode call_method unsigned int long x dc ea long x de line bytes wrappednative_callmethod jscontext x f jsobject x unsigned int long x dc ea long x de line js_invoke jscontext x f unsigned int unsigned int line bytes js_interpret jscontext x f long x e line bytes js_invoke jscontext x f unsigned int unsigned int line bytes js_interpret jscontext x f long x ee line bytes js_invoke jscontext x f unsigned int unsigned int line bytes js_interpret jscontext x f long x f line bytes js_invoke jscontext x f unsigned int unsigned int line bytes js_internalcall jscontext x f jsobject x c long unsigned int long x f long x f line bytes js_callfunctionvalue jscontext x f jsobject x c long unsigned int long x f long x f line bytes nsjseventlistener handleevent nsidomevent x bb line bytes nseventlistenermanager handleevent nsiprescontext nsevent x f nsidomevent x f f unsigned int nseventstatus nseventstatus_eignore line bytes rdfelementimpl handledomevent rdfelementimpl const x bf fa nsiprescontext nsevent x f nsidomevent x f f unsigned int nseventstatus nseventstatus_eignore line nseventstatemanager checkforanddispatchclick nseventstatemanager const x bf c nsiprescontext nsmouseevent x fba nseventstatus nseventstatus_eignore line bytes nseventstatemanager posthandleevent nseventstatemanager const x bf c nsiprescontext nsguievent x fba nsiframe x bf nseventstatus nseventstatus_eignore nsiview x c d line bytes presshell handleevent presshell const x c d nsiview x c d nsguievent x fba nseventstatus nseventstatus_eignore line bytes nsview handleevent nsview const x c d nsguievent x fba unsigned int nseventstatus nseventstatus_eignore int line nsviewmanager dispatchevent nsviewmanager const x c nsguievent x fba nseventstatus nseventstatus_eignore line handleevent nsguievent x fba line nswindow dispatchevent nswindow const x c bd nsguievent x fba nseventstatus nseventstatus_eignore line bytes nswindow dispatchwindowevent nsguievent x fba line nswindow dispatchmouseevent unsigned int nspoint x line bytes childwindow dispatchmouseevent unsigned int nspoint x line nswindow processmessage unsigned int unsigned int long long x fdd line bytes nswindow windowproc hwnd__ x f ee unsigned int unsigned int long line bytes user e comment reading please use seth sspitzer org instead pdt fix get new message crashing bringing password prompt dialog nsdialogparamblock derive nsidialogparamblock nsisupports bad things happen thanks mscott fix s mscott s fix index nsdialogparamblock cpp rcs file cvsroot mozilla xpfe appshell src nsdialogparamblock cpp v retrieving revision diff r nsdialogparamblock cpp c class nsdialogparamblock public nsisupports class nsdialogparamblock public nsidialogparamblock comment scott macgregor pdt ooops ve putting comments crash another bug jay patel opened ll mark one duplciate one comment scott macgregor pdt re assigning bug davidm case gets opened future problem end fence comment scott macgregor pdt bug marked duplicate bug comment lchiang pdt fact giving bug blocker status comment dan pdt bug marked duplicate bug comment lchiang pdt marking verified m jay patel s smoke test win builds says able get new messages,1999-08-19 11:29:27 PDT
12147,Sidebar,mikepinkerton,PP Ca n t open sidebar resize occurs Mac splitter widget used open sidebar show resize mac prevents sidebar opened right launch steps reproduce sidebar set default closed startup launch apprunner actual results splitter widget show left border browser window resize expected results widget show immediately using builds mac show linux windows comment david hyatt pdt re assigning mac person play comment paul macquiddy pdt fixed m builds resize necessary launch open sidebar,1999-08-19 13:37:19 PDT
12140,MailNews: Message Display,hyatt,DOGFOOD Scroll bar messed hard scroll end list overview description scroll bar messed messenger launched shows right place scroll read last message scroll bar comes different location inbetween folder pane message pane steps reproduce start messenger using task messenger scroll read last message note re size window see scroll bar scroll bar comes different location build date platform bug found windows debug build pulled tree around comment lchiang pdt think duplicate another bug comment lchiang pdt suresh description http bugzilla mozilla org show_bug cgi id http bugzilla mozilla org show_bug cgi id fit re seeing comment suresh pdt n t think looks like bug occurs maximizing messenger window scroll bar stays place eventhough moved far right bug whenever scroll scroll bar appears inbetween folder pane message pane need resize window actually see arrow scroll strange comment scottputterman pdt reassigning hyatt comment esther pdt update tested scott puttterman s cube m build f fix crash mousing scroll bar bug new different bugs mentioned list annoying behaviour scroll bar moves left side thread pane finally get bottom thread list using arrow grabber inside scroll bar n t respond dragging display messages bottom thread list use grabber scroll bar messages seem roll sometimes repeating list get bottom list messages user click arrow message move one time time consuming comment lchiang pdt due cited raising severity dogfood bug actually changing dependency comment esther pdt using m mac linux build m scrool bar problem note linux build date later timestamp comment directory date wrong took build changing platform os also note flaky scroll bar used much end crashing see bug comment david hyatt pdt fixed comment esther pdt using m commercial build win m commercial build mac fixed waiting linux verify platform comment fenella pdt linux m commercial win nt m commercial mac m commercial using scenario described original report see problem must fixed,1999-08-19 14:09:52 PDT
12165,MailNews: Message Display,racham,Get Messages behave correctly multiple accounts get messages needs support multiple accounts main mail spec http gooey client specs mail messenger messenger html comment ninoschka baca pdt setting qa contact nbaca cc lchiang comment phil peterson pdt reassign alecf comment alec flett pdt probably wait pr personally think s worth effort right comment phil peterson pst bug marked duplicate bug comment phil peterson pst m comment alec flett pst point bug feature comment scottputterman pdt mass moving m adding nsbeta keyword comment selmer gone pdt adding mail nomination keyword triage effort comment lchiang pdt per mail triage comment nick lewycky pdt would nice implemented like trn news reader one ever needed press return perhaps next button cycle unread mail users accounts would get new messages next account moves along requesting password necessary comment scottputterman pdt sorry extra email removing mail keyword comment alec flett pst sspitzer comment laurel pst bug marked duplicate bug comment casey perkins pst cc ing self comment scottputterman pst marking nsbeta moving mozilla reassigning racham comment racham pst accepting comment racham pst several things fix spec http www mozilla org mailnews specs threepane getmail html sections highlights added menu dropdown getmsg button another drop filemenu item get new messages get messages multiple logged accounts get new messages selected accelarators getting messages patch coming comment racham pst created attachment details diff review patch comment racham pst mscott bienvenu please review patch thanks comment david bienvenu pst bhuvan n t use ns_ensure_success boolean routines like one prbool nsmsgaccountmanagerdatasource cangetmessages nsimsgincomingserver aserver ns_ensure_success rv rv return rv comment scott macgregor pst hey bhuvan please n t see bugs super review per reviewer s guideline send email bug link bug thanks couple comments instead adding new method hassessionpassword could call getpassword incomingserver method wo n t cause us prompt ui get password back go ahead try get new mail confused need cangetnewmessages method need method seems like defined return true mail protocols anyway everything else looked good plus david s comment ns_ensure_success comment racham pst bienvenu thanks comment modified return false case failure post updated patch soon scott thanks comments incomingserver case use getpassword reason introduced hassessionpassword may make attribute password noscript attribute security puposes point returns password clear text one get xpconnect though get reasons noscript today regd cangetnewmessages property today several places js code using hardcoded strings like server type nntp server type none similar ones take action introduced property protocolinfo simply say protocoltype cangetmessages without hardcoded strings particular property cangetmessages decided based protocol type put msgprotocolinfo please let know comments thanks comment brendan eich brendan pst racham xpconnect security required prevent untrusted access sensitive code well data iow lots reasons least protect password attribute write may make attribute password noscript attribute security puposes point returns password clear text may cc ing mstoltz be comment racham pst posting new patch updated suggestions made returning pr_false cangetmessages ensure_success cases suggested david using password attribute directly removing hassessionpassword see mail session password server queried suggested mscott asked password attribute status know intended purpose defined way comes one uses using may patch query see password given session avaiable please review updated patch thanks comment racham pst created attachment details diff review updated patch comment timeless pst str assignwithconversion true think assignwithconversion taboo ns_literal_string true span class whitespace style display collapsed menuitem value getallnewmsgcmd label key key_getallnewmessages align key w value xul files try limit line width cols ideal beyond long even overwide editor browser views looks like used tabs instead spaces rcs file cvsroot mozilla mailnews imap src nsimapservice cpp v rcs file cvsroot mozilla mailnews local src nspop service cpp v file seems space indentation rcs file cvsroot mozilla mailnews news src nsnntpservice cpp v http bonsai mozilla org cvsblame cgi file mozilla mailnews base src nsmsgacco untmanagerds cpp alecf selected modeline checked indentations span comment racham pst post new patch thanks comment racham pst created attachment details diff review updated patch timeless comments comment racham pst created attachment details diff review mailwindowoverlay xul diffs slipped indent one place last patch comment alec flett pst var allservers accountmanager allservers var i accountmanager allservers count i var currentserver accountmanager allservers getelementat queryinterface components interfaces nsimsgincomingserver absurdly inefficient allservers call takes n time construct means re taking n loop turning n operation strangely cache allservers right use also re defining two identical places menuitems toolbar items exact thing i e oncommand case using command node putting oncommand observing command node observes commandid comment racham pst created attachment details diff review updated patch alec s comments comment racham pst created attachment details diff review messagewindow also needs know observer patch messagewindow js comment david bienvenu pst really want messagewindow js msggetmessage msggetmessagesforallauthenticatedaccounts n t second one sufficient comment racham pst david right current account already authenticated thanks post new patch messagewindow js comment racham pst created attachment details diff review update messagewindow js patch comment david bienvenu pst r bienvenu comment reading please use seth sspitzer org instead pst bhuvan already implementation getserver uri msgmail panewindow js instead duplicating messagewindow js let s move shared js file attach entire patch one diff bug report comment racham pst looks like commandglue js right place new total patch coming soon comment racham pst created attachment details diff review complete patch comment reading please use seth sspitzer org instead pst looks good nsmovemailservice acangetmessages pr_true since code anyways fix nsmsgaccountmanagerdatasource gettarget use ns_literal_string instead assignwithconversion patch rest code n t easy low risk efficent fix nsmovemailservice sr sspitzer comment scottputterman pst got checked according bonsai checkin logs marking fixed racham comment h kan waara pst ack think bug regression checkin bug simply terrible breaks getmsg button s ui totally visible comment ninoschka baca pst build nt linux rh mac verified fixed items described bhuvan working,1999-08-19 16:52:07 PDT
12198,MailNews: Message Display,mscott,Crash Click Mailto Link Message Envelope pane reading message click name sender message envelope repeatedly crash build id steps reproduce start apprunner open email tasks messenger open folder email account selecting folder folder pane display message selecting message thread pane message envelope click name sender email message crash repeatedly point m using win p mb ram comment phil peterson pdt think url dispatching problem scott comment scott macgregor pdt yeah url dispatching necko n t hooked yet bug dup dig ll post back find comment lchiang pdt one bug found http bugzilla mozilla org show_bug cgi id one comment lchiang pdt even feature supported yet n t crashing comment scott macgregor pdt right lisa n t crash ll use bug track fixing crash fix asap ll use bug dug actual feature hooking urls message window things like bring browser compose window comment scott macgregor pdt checked code prevent us crashing nothing happens yet bug tracks feature comment scott macgregor pdt bug marked duplicate bug comment paul macquiddy pdt bug marked duplicate bug comment mats palmgren mats pdt bug marked duplicate bug comment laurel pdt m seeing crash consistently using nt n t yet able get platforms running verify comment scott macgregor pdt welcome back laurel mailto links still work fine windows nt machine fact actually bring compose window m wondering prefs date something bring compose window normally send message crash comment phil peterson pdt milestone stopper m comment scott macgregor pdt ve started see looks like regression webshell one line fix m going get permission check comment scott macgregor pdt went ahead checked n t crash re closing comment mats palmgren mats pdt reopen clicking mailto link crashes apprunner m win comment leger pdt clearing fixed resolution due reopen comment esther pdt update tried m build win crash tried mac commercial build sorry crashes m linux yet comment leger pdt let release note m lchiang provide http bugzilla mozilla org show_bug cgi id thanks comment lchiang pdt release note m branch apparently still problem m per lchiang netscape com comment paul macquiddy pdt bug marked duplicate bug comment scott macgregor pdt broke checked another fix webshell prevent crashing comment eli goldberg pdt bug marked duplicate bug comment mats palmgren mats pdt bug marked duplicate bug comment fenella pdt linux m commercial win nt m commercial mac m commercial clicking mailto link longer crashes comment scott macgregor pst bug marked duplicate bug,1999-08-20 10:43:32 PDT
12201,UI Design,law,Linux Open File dialog bad line feed typos build id platform red hat linux enlightenment gnome reproduce launch apprunner select open file location file menu result get following dialog enter world wide web location url would like open use choose file button select local file additionally check box labelled open new button reads open new window expected result sentence long one line wrap second line continue end line wrapping necessary open new read open new window button reads open new window read cancel think comment davidm pdt reassign remove pp mark platforms comment bill law pdt german changed dialog suspect longer pertinent ll check make sure current dialogs n t similar problems comment bill law pdt indeed well comment eli goldberg pst qa assigning self verification comment eli goldberg pst corrected os comment eli goldberg pst verified fixed platforms mac os win linux dialog still issues including crude layout missing colon assume addressed post dogfood cross platform specifically highlighting check box push buttons open new window text label move around dialog final w also truncated n t written bugs since re easily discoverable bugs commonly used dialog m sure written many times,1999-08-20 14:14:38 PDT
12263,Installer,samir_bugzilla,feature Hookup XPInstall xpistub currently crashing intermittently loading xpistub hence turned connectivity iwth xpistub qa builds comment samir gehani pdt fixed build miw delivered qa verification comment grace bush pdt sep miw extracting files installing components comment leger pst updating component install wizard installer,1999-08-20 18:45:48 PDT
12289,MailNews: Message Display,scottputterman,DOGFOOD changing folders selection messed m using new onselect even threadpane m sure makes difference open mailnews select folder select message folder message displayed change different folder select message new folder message n t displayed ve debugged js looks like change folders thinks number selected items equal number selected items old folder plus number selected items new folder means message displayed since n t display messages messages selected addition ever message clicked added selection without ctrl shift keys pressed looks like selection reset thread pane tree rerooted happen know new folder loaded could probably clear selection seems like tree would want comment david hyatt pdt easy fix forgot move comment david hyatt pdt fixed assuming nodes removed like comment scottputterman pdt m pretty sure pulled built correct files m stil leeing problem guess means leak ll try full build make sure comment scottputterman pdt adding hangas cc right onselect fire selection removed use control key remove selection reroot tree also need know case comment scottputterman pdt ok tried removing selection control key works wanted make sure get onselect rerooting tree removes selection comment alec flett pdt ve noticed click twice item get items selected threadpaneselectionchange num selected items ctrl clicking item reduces count one unselects current item visually next time click control click goes comment phil peterson pdt bulk move mail news m bugs m comment phil peterson pdt dogfood blocker mail news m upgrading severity saw bug yesterday think s fixed comment sol pdt needs fixed pr added note status whiteboard bug really drives crazy comment esther pdt update note platforms changing platform os still happens builds comment hangas pdt bug marked duplicate bug comment esther pdt update tested win build still problem comment scottputterman pdt re working solutions clear selection switching folders address books think work get working ll close bug open new one tree widget think still clear selection rerooting work around sufficient beta comment esther pdt sorry build m build comment esther pdt using build win appears fixed think workaround fix went user friendly scott want marked fixed open new bug removing work around real fix goes leave opened change severity reassigning putterman review comment scottputterman pdt fixed pane select message one folder change folders select new message work comment lchiang pdt need verify platforms win build fine comment esther pdt using builds win mac linux fixed verified,1999-08-22 16:36:40 PDT
